id,name,symbol,rank,is_new,is_active,type
xlq-alqo,ALQO,XLQ,3084,False,True,coin
rkg-rap-keo-group,Rap Keo Group,RKG,3085,False,True,token
fan-fanspel,FANSPEL,FAN,3085,False,True,token
dpc-dappcents,DAPPCENTS,DPC,3086,False,True,token
dgn-degen-protocol,Degen Protocol,DGN,3088,False,True,token
sngsru-surgutneftegaz,Surgutneftegaz,SNGSru,3089,False,True,token
rmoon-rocketmoon,RocketMoon,RMOON,3089,False,True,token
mkcy-markaccy,Markaccy,MKCY,3090,False,True,token
wmt-wal-mart-stores-inc,Wal-Mart Stores Inc,WMT,3091,False,True,token
abbv-abbvie,Abbvie,ABBV,3092,False,True,token
bds-borderless,Borderless,BDS,3094,False,True,coin
bashtank-baby-shark-tank,Baby Shark Tank,BASHTANK,3094,False,True,token
ifx-infineon-technologies-ag,Infineon Technologies AG,IFX,3095,False,True,token
gtc-gastrocoin,Gastrocoin,GTC,3096,False,True,coin
vxrt-vaxart,Vaxart,VXRT,3097,False,True,token
dcnt-decenturion,Decenturion,DCNT,3098,False,True,token
xpev-xpeng-inc,XPENG INC.,XPEV,3100,False,True,token
sic-sicash,SICash,SIC,3101,False,True,coin
cphx-crypto-phoenix,CRYPTO PHOENIX,CPHX,3101,False,True,token
magnru-magnitogorsk-iron-amp-steel-works,Magnitogorsk Iron & Steel Works,MAGNru,3103,False,True,token
dwdp-dowdupont-inc,DowDuPont Inc.,DWDP,3104,False,True,token
sm-sm-energy,SM Energy,SM,3105,False,True,token
mcl-marmara-credit-loops,Marmara Credit Loops,MCL,3106,False,True,coin
bmrn-biomarin-pharmaceutical-inc,BioMarin Pharmaceutical Inc,BMRN,3107,False,True,token
feast-feast-finance,FEAST FINANCE,FEAST,3108,False,True,token
wdc-worldcoin,WorldCoin,WDC,3109,False,True,coin
brilx-brilliancex,BrillianceX,BRILX,3110,False,True,token
wbind-wrapped-bind,Wrapped BIND,WBIND,3110,False,True,token
long-long,Long,LONG,3111,False,True,token
moexru-moscow-exchange,Moscow Exchange,MOEXru,3112,False,True,token
stonk-stonkswap-token,StonkSwap Token,STONK,3113,False,True,token
inception-inu-ception,Inu-ception,INCEPTION,3113,False,True,token
yndxru-yandex-nv,Yandex N.V.,YNDXru,3116,False,True,token
bcna-bitcanna,BitCanna,BCNA,3117,False,True,coin
mp3-mp3,MP3,MP3,3118,False,True,token
cbomru-moskovskiy-kreditnyi-bank,Moskovskiy Kreditnyi Bank,CBOMru,3119,False,True,token
limit-limitswap,LimitSwap,LIMIT,3120,False,True,token
clt-cexlt,Cexlt,CLT,3120,False,True,token
nep-neptune-mutual-token,Neptune Mutual Token,NEP,3121,False,True,token
yfiec-yearn-finance-ecosystem,Yearn Finance Ecosystem,YFIEC,3123,False,True,token
hpq-hp,HP,HPQ,3123,False,True,token
gax-getart-nft,GETART  NFT,GAX,3125,False,True,token
bafe-bafeio,Bafe.io,BAFE,3126,False,True,token
quai-quai-dao,QUAI DAO,QUAI,3126,False,True,token
bolo-bolo,BOLO,BOLO,3128,False,True,token
b2u-b2u-coin,B2U Coin,B2U,3129,False,True,token
tlw-tullow,Tullow,TLW,3129,False,True,token
defi-defi,Defi,DEFI,3131,False,True,token
enruru-enel-russia,Enel Russia,ENRUru,3132,False,True,token
twlo-twilio-cl-a,Twilio Cl A,TWLO,3133,False,True,token
sbtc-soft-bitcoin,Soft Bitcoin,SBTC,3134,False,True,token
mic3-mousecoin,Mousecoin,MIC3,3135,False,True,coin
dis-walt-disney,Walt Disney,DIS,3136,False,True,token
mtssru-mts,MTS,MTSSru,3137,False,True,token
nem-newmont-mining,Newmont Mining,NEM,3138,False,True,token
minidogeinu-mini-doge-inu,mini DOGE inu,miniDOGEin,3139,False,True,token
fp-total,Total,FP,3139,False,True,token
sch-schillingcoin,Schillingcoin,SCH,3140,False,True,coin
voya-voyacoin,Voyacoin,VOYA,3142,False,True,coin
b26-b26-finance,B26 Finance,B26,3143,False,True,token
mvidru-mvideo,M.video,MVIDru,3144,False,True,token
sbgo-bingo-share,Bingo Share,SBGO,3145,False,True,token
rpd-rapids,Rapids,RPD,3145,False,True,coin
bct-bitcredit,BitCredit,BCT,3147,False,True,token
biib-biogen-inc,Biogen Inc.,BIIB,3148,False,True,token
qmc-qmcoin,QMCoin,QMC,3148,False,True,coin
sheep-sheeptoken,SheepToken,SHEEP,3149,False,True,token
dance-dance-coin,DANCE coin,DANCE,3150,False,True,token
zin-zin-finance,Zin Finance,ZIN,3152,False,True,token
nclh-norwegian-cruise-line-holdings-ltd,Norwegian Cruise Line Holdings Ltd.,NCLH,3153,False,True,token
dvt-devault,DeVault,DVT,3154,False,True,coin
sst-socialswap-token,Socialswap Token,SST,3154,False,True,token
iov-carlive-chain,IOV BlockChain,IOV,3156,False,True,token
wpx-wallet-plus-x,Wallet Plus X,WPX,3156,False,True,token
uct-unitedcrowd-token,UnitedCrowd Token,UCT,3157,False,True,token
ge-general-electric-co,General Electric Co,GE,3159,False,True,token
ubot-direxion-daily-robotics-artificial-intelligence-amp-automation-index-bull-3x-shares,Direxion Daily Robotics Artificial Intelligence & Automation Index Bull 3X Shares,UBOT,3160,False,True,token
ecoc-ecochain,Ecochain,ECOC,3161,False,True,coin
epc-epcoin,Epcoin,EPC,3162,False,True,token
ordr-the-red-order,The Red Order,ORDR,3163,False,False,token
crex-crex-token,Crex Token,CREX,3164,False,True,token
bqt-blockchain-quotations-index-token,Blockchain Quotations Index Token,BQT,3165,False,True,token
franc-franc,FRANC,FRANC,3165,False,True,token
mgntru-magnit,MAGNIT,MGNTru,3167,False,True,token
char-charitas,Charitas,CHAR,3168,False,True,token
slds-solidus,Solidus,SLDS,3169,False,True,coin
cyfm-cyberfm,CyberFM,CYFM,3170,False,True,token
pbom-pocket-bomb,Pocket Bomb,PBOM,3170,False,True,token
mp4-mp4,MP4,MP4,3171,False,True,token
tata-hakuna-matata,Hakuna Matata,TATA,3172,False,True,token
fit-financial-investment-token,FINANCIAL INVESTMENT TOKEN,FIT,3173,False,True,token
tdoc-teladoc-health-inc,"Teladoc Health, Inc.",TDOC,3175,False,True,token
webn-webn-token,WEBN token,WEBN,3176,False,True,token
0241-alibaba-health-information-technology-limited,Alibaba Health Information Technology Limited,0241,3177,False,True,token
vir-vir-biotechnology,Vir Biotechnology,VIR,3178,False,True,token
tnm-travel-n-miles,Travel N Miles,TNM,3178,False,True,token
dfx-defirex,Defirex,DFX,3180,False,True,token
fsly-fastly-inc,"Fastly, Inc.",FSLY,3181,False,True,token
bbs-baby-sharkfinance,Baby-Shark.Finance,BBS,3181,False,True,token
h3x-h3x,H3X,H3X,3183,False,True,token
sibnru-gazprom-neft-pjsc,GAZPROM NEFT PJSC,SIBNru,3184,False,True,token
vcc-victorum,Victorum,VCC,3184,False,True,token
shibm-shiba-moon,Shiba Moon,SHIBM,3186,False,True,token
blue-bluebird-bio-inc,"bluebird bio, Inc.",BLUE,3187,False,True,token
yfrm-yearn-finance-red-moon,Yearn Finance Red Moon,YFRM,3188,False,True,token
u-unity-software-inc,Unity Software Inc.,U,3188,False,True,token
bb-blackberry-limited,BlackBerry Limited,BB,3190,False,True,token
wrc-whiterockcasino,WhiteRockCasino,WRC,3190,False,True,token
g-fi-gorilla-fi,Gorilla-Fi,G-Fi,3192,False,True,token
tan-invesco-solar-etf,Invesco Solar ETF,TAN,3193,False,True,token
bsh-bitcoin-stash,Bitcoin Stash,BSH,3194,False,True,coin
azr-aezora,Aezora,AZR,3194,False,True,coin
shild-shield-network,Shield Network,SHILD,3195,False,True,token
lot-lottery-token,Lottery Token,LOT,3196,False,True,token
merge-merge,Merge,MERGE,3197,False,True,coin
li-klepierre-reit,Klepierre Reit,LI,3198,False,True,token
svt-spacevikings,SpaceVikings,SVT,3199,False,True,token
winnings-show-me-the-money,Show Me The Money,WINNINGS,3200,False,True,token
updog-updog,UPDOG,UPDOG,3201,False,True,token
windy-windswap,WindSwap,WINDY,3202,False,True,token
1530-3sbio,3SBio,1530,3203,False,True,token
azn-astrazeneca-usd,AstraZeneca - USD,AZN,3204,False,True,token
sbux-starbucks-corp,Starbucks Corp,SBUX,3205,False,True,token
bsg-basis-gold,Basis Gold,BSG,3206,False,True,token
foxy-foxy-equilibrium,Foxy Equilibrium,FOXY,3207,False,True,token
arms-2acoin,2ACoin,ARMS,3208,False,True,coin
3ket-3etiket-3ket,3ETIKET 3KET,3KET,3209,False,True,token
knb-kronobit,Kronobit,KNB,3210,False,True,token
catdj-cat-dj,Cat DJ,CATDJ,3211,False,True,token
nvtkru-novatek,Novatek,NVTKru,3212,False,True,token
koel-koel-coin,Koel Coin,KOEL,3213,False,True,token
slush-slush-puppie,Slush Puppie,SLUSH,3214,False,True,token
pins-pinterest,Pinterest,PINS,3215,False,True,token
ain-ainori2902,AINORI,AIN,3216,False,True,token
catnip-catnip-money,Catnip Money,CATNIP,3217,False,True,token
ag-first-majestic-silver-corp,First Majestic Silver Corp.,AG,3218,False,True,token
tewken-tewken,TEWKEN,TEWKEN,3220,False,True,token
mks-makes,Makes,MKS,3220,False,True,token
pltk-playtika-holding-corp,Playtika Holding Corp.,PLTK,3221,False,True,token
c-citigroup-inc,Citigroup Inc,C,3222,False,True,token
labra-labra-finance,Labra Finance,LABRA,3223,False,True,token
cusdt-compound-usdt,Compound USDT,CUSDT,3225,False,True,token
stonk-stonk,Stonk,STONK,3226,False,True,token
spkl-spoklottery,SpokLottery,SPKL,3227,False,True,token
yfed-yfedfinance,YFED.Finance,YFED,3228,False,True,token
fflix-futureflix,FutureFlix,FFLIX,3229,False,True,token
npo-npo-coin,NPO Coin,NPO,3231,False,True,token
hpay-hyper-credit-network,Hyper Credit Network,HPAY,3231,False,True,token
dmsc-diamond-star-coin,Diamond Star Coin,DMSC,3232,False,True,token
jks-jinkosolar-holding-co-ltd,"JinkoSolar Holding Co., Ltd.",JKS,3234,False,True,token
wsbt-wallstreetbets-token,WallStreetBets Token,WSBT,3235,False,True,token
beluga-belugaswap,Belugaswap,BELUGA,3236,False,True,token
4ac-4a-coin,4A Coin,4AC,3237,False,True,token
daft-daftcoin1660,DaftCoin,DAFT,3237,False,True,token
payb-paybswap,Paybswap,PAYB,3238,False,True,token
smsct-smscodes,SMSCodes,SMSCT,3239,False,True,token
uct-ubique-chain-of-things,Ubique Chain Of Things,UCT,3240,False,True,token
dcash-diamond-cash,Diamond Cash,DCASH,3241,False,True,token
dsc-dreamscape,Dreamscape,DSC,3242,False,True,token
btc3-bitcoin-3,Bitcoin 3,BTC3,3243,False,True,token
chik-chickenkebab-finance,ChickenKebab Finance,CHIk,3244,False,True,token
mero-mero,Mero,MERO,3245,False,True,token
viagra-viagra-token,Viagra Token,VIAGRA,3246,False,True,token
kopn-kopin-corporation,Kopin Corporation,KOPN,3247,False,True,token
aunit-aunite,Aunite,AUNIT,3248,False,True,coin
vegan-vegan-swap,Vegan Swap,VEGAN,3249,False,True,token
oix-oil-portfolio-index,Oil Portfolio Index,OIX,3250,False,True,token
nbr-niobio-cash,Niobio Cash,NBR,3251,False,True,coin
air-aircoin,AirCoin,AIR,3251,False,True,token
mcc-microcoin,MicroCoin,MCC,3252,False,True,coin
fvrr-fiverr-international-ltd,Fiverr International Ltd,FVRR,3253,False,True,token
gmy-gameology,Gameology,GMY,3255,False,True,token
venus-venusia,Venusia,VENUS,3255,False,True,token
doom-doom-token,DOOM Token,DOOM,3256,False,True,token
dogy-dogeyield,DogeYield,DOGY,3257,False,True,token
inflex-inflex-finance,Inflex Finance,INFLEX,3259,False,True,token
cvs-cvs-health,CVS Health,CVS,3259,False,True,token
jnj-johnson-johnson,Johnson & Johnson,JNJ,3260,False,True,token
ors-ors-group,ORS Group,ORS,3261,False,True,token
mel-caramel-swap,Caramel Swap,MEL,3262,False,True,token
watt-energous-corporation,Energous Corporation,WATT,3263,False,True,token
lx-lexinfintech-holdings-ltd,LexinFintech Holdings Ltd.,LX,3264,False,True,token
tor-torchain,Torchain,TOR,3266,False,True,token
nmp-neuromorphic,Neuromorphic,NMP,3266,False,True,token
ctsc-crypto-trading-solutions-coin,Crypto Trading Solutions Coin,CTSC,3267,False,True,coin
nke-nike-inc,NIKE Inc,NKE,3268,False,True,token
auix-us-airlines-index,US Airlines Index,AUIX,3269,False,True,token
wb-weibo-corporation,Weibo Corporation,WB,3270,False,True,token
mar-compumar,CompuMar,MAR,3271,False,True,token
omchf-omniunit-cash-features,Omniunit Cash Features,OMCHF,3273,False,True,token
tbt-tennisball,Tennisball,TBT,3274,False,True,token
zur-zurcoin,Zurcoin,ZUR,3275,False,True,coin
cgc-coingalaxy,CoinGalaxy,CGC,3275,False,True,token
exg-exgold,EXGold,EXG,3276,False,True,token
gold-gold2,GOLD,GOLD,3278,False,True,token
chiba-cate-shiba,Cate Shiba,CHIBA,3279,False,True,token
gbtc-gulf-bits-coin,Gulf Bits Coin,GBTC,3280,False,True,token
kimj-kimjongmoon,KimJongMoon,KIMJ,3281,False,True,token
koshu-koshu-inu,KOSHU INU,KOSHU,3282,False,True,token
cron-cronos-group-inc,Cronos Group Inc.,CRON,3284,False,True,token
sr-skyrocket,SkyRocket,SR,3284,False,True,token
ssc-shining-star-coin,Shining Star Coin,SSC,3285,False,True,token
safu-safu-network,SAFU NETWORK,SAFU,3286,False,True,token
xjp-exciting-japan-coin,eXciting Japan Coin,XJP,3287,False,True,token
gild-gilead-sciences,Gilead Sciences,GILD,3288,False,True,token
mchi-ishares-msci-china-etf,iShares MSCI China ETF,MCHI,3289,False,True,token
big-big-lots,Big Lots,BIG,3290,False,True,token
lyft-lyft,LYFT,LYFT,3291,False,True,token
omega-omega,OMEGA,OMEGA,3292,False,True,coin
1031-kingston-financial,Kingston Financial,1031,3293,False,True,token
dfc-dfc,DFC,DFC,3294,False,True,token
herpes-herpes,Herpes,HERPES,3295,False,True,token
idx-index-chain,Index Chain,IDX,3296,False,True,coin
long-long-asset,Long Asset,LONG,3297,False,True,token
wdx-wordlex,Wordlex,WDX,3297,False,True,token
tcake-pancaketools,PANCAKETOOLS,TCAKE,3298,False,True,token
sberru-sberbank-rossii,Sberbank Rossii,SBERru,3299,False,True,token
trad-tradcoin,Tradcoin,TRAD,3300,False,True,token
fti-technipfms,Technipfms,FTI,3301,False,True,token
give-give-token,GIVE Token,GIVE,3303,False,True,token
dacs-dacsee,DACSEE,DACS,3304,False,True,token
defy-defydefi,DefyDefi,DEFY,3304,False,True,token
dbx-dropbox,DropBox,DBX,3305,False,True,token
byron-byron,Byron,BYRON,3306,False,True,coin
qwla-qawalla-token,Qawalla Token,QWLA,3307,False,True,token
dimi-diminutive-coin,Diminutive Coin,DIMI,3308,False,True,coin
yolo-advisorshares-pure-cannabis-etf,AdvisorShares Pure Cannabis ETF,YOLO,3309,False,True,token
feta-fetatoken,FetaToken,FETA,3311,False,True,token
cgs-cougarswap,CougarSwap,CGS,3311,False,True,token
yeld-yeld-finance,Yeld Finance,YELD,3313,False,True,token
rasta-rasta-finance,Rasta Finance,RASTA,3314,False,True,token
rich-richierich-coin,RichieRich Coin,RICH,3315,False,True,token
rox-robotina,Robotina,ROX,3315,False,True,token
phar-pharming-group,Pharming Group,PHAR,3316,False,True,token
leo-leoni-ag,Leoni AG,LEO,3317,False,True,token
bsov-bitcoinsov,BitcoinSoV,BSOV,3318,False,True,token
bby-best-buy,Best Buy,BBY,3319,False,True,token
blurt-blurt,BLURT,BLURT,3320,False,True,coin
bdog-bulldog,Bulldog,BDOG,3321,False,True,token
2777-guangzhou-rampf-properties,Guangzhou R&F Properties,2777,3322,False,True,token
vz-verizon,Verizon,VZ,3323,False,True,token
tkm-tokemon,TOKEMON,TKM,3324,False,True,coin
bfh-bigfish,BigFish,BFH,3326,False,True,token
knight-knight-token,Knight Token,KNIGHT,3327,False,True,token
wish-contextlogic-inc,ContextLogic Inc,WISH,3327,False,True,token
sayan-saiyan-inu,Saiyan Inu,SAYAN,3329,False,True,token
xos-oasis,OASIS,XOS,3329,False,True,coin
sheng-sheng,SHENG,SHENG,3331,False,True,token
plug-plug-power-inc,Plug Power Inc.,PLUG,3331,False,True,token
cava-cavapoo,Cavapoo,CAVA,3333,False,True,token
yrd-yirendai,Yirendai,YRD,3334,False,True,token
trn-tronnodes,TronNodes,TRN,3334,False,True,token
send-social-send,Social Send,SEND,3335,False,True,coin
pit-pitbull,Pitbull,PIT,3337,False,True,token
homt-hom-token,HOM Token,HOMT,3338,False,True,token
pand-pandafinance,Panda.finance,PAND,3339,False,True,token
sov-sovereign-coin,Sovereign coin,SOV,3340,False,True,coin
trip-tripadvisor-inc,"TripAdvisor, Inc.",TRIP,3341,False,True,token
ctg-cryptorg-token,Cryptorg Token,CTG,3342,False,True,token
wp-whitepigeon,WHITEPIGEON,WP,3343,False,True,token
plt-platinium-token,PLATINIUM TOKEN,PLT,3344,False,True,token
rdsa-royal-dutch-shell-plc,Royal Dutch Shell plc,RDSa,3345,False,True,token
cvx-chevron,Chevron,CVX,3346,False,True,token
hrld-haroldcoin,Haroldcoin,HRLD,3347,False,True,coin
rosn-rosneft,Rosneft,ROSN,3348,False,True,token
dogown-dog-owner,Dog Owner,DOGOWN,3349,False,True,token
willie-williecoin,Williecoin,WILLIE,3350,False,True,token
corgi-corgicoin,CorgiCoin,CORGI,3351,False,True,token
ptn-palletone,PalletOne,PTN,3352,False,True,token
onem-1life-healthcare-inc,1Life Healthcare Inc,ONEM,3353,False,True,token
auop-opalcoin,Opalcoin,AUOP,3354,False,True,coin
sgl-sgl-carbon,Sgl Carbon,SGL,3355,False,True,token
sdgo-sandego,SanDeGo,SDGO,3356,False,True,coin
gfncash-grafenocoin,GrafenoCoin,GFNCASH,3356,False,True,token
catge-catge-coin,Catge Coin,CATGE,3358,False,True,token
sact-srnartgallery,srnArtGallery,SACT,3358,False,True,token
ocft-oneconnect,OneConnect,OCFT,3360,False,True,token
bse-best-shitcoin-ever,Best Shitcoin Ever,BSE,3360,False,True,token
orcl-oracle,Oracle,ORCL,3362,False,True,token
xao-alloy-project,Alloy Project,XAO,3363,False,True,coin
ttum-titanium,Titanium,TTUM,3364,False,True,token
goog-alphabet-inc,Alphabet Inc,GOOG,3366,False,True,token
vnet-21vianet-group-inc,"21Vianet Group, Inc.",VNET,3367,False,True,token
sls-salus,SaluS,SLS,3368,False,True,coin
nee-nextera-energy,Nextera Energy,NEE,3369,False,True,token
genix-genix,Genix,GENIX,3370,False,True,coin
yfdot-yearn-finance-dot,Yearn Finance DOT,YFDOT,3371,False,True,token
hmng-hummingbird-finance,HummingBird Finance,HMNG,3372,False,True,token
acdc-volt,Volt,ACDC,3373,False,True,token
use-usechain-token,Usechain Token,USE,3374,False,True,token
3323-cnbm,CNBM,3323,3375,False,True,token
alg-bitalgo,Bitalgo,ALG,3375,False,True,coin
mw-masterwin,Masterwin,MW,3377,False,True,coin
fbc-fibercoin,FiberCoin,FBC,3378,False,True,coin
spr-spirit-aerosystems-holdings-inc,"Spirit Aerosystems Holdings, Inc",SPR,3379,False,True,token
iex-internal-exchange-coin,Internal Exchange Coin,IEX,3380,False,True,coin
one-one-hundred-coin,One Hundred Coin,ONE,3381,False,True,coin
bog-bogged-finance,Bogged Finance,BOG,3382,False,True,token
nlc2-nolimitcoin,NoLimitCoin,NLC2,3383,False,True,coin
ushiba-american-shiba,American Shiba,USHIBA,3384,False,True,token
ntm-netm,NetM,NTM,3384,False,True,coin
home-home-coin,Home Coin,HOME,3385,False,True,token
colx-colossusxt,ColossusXT,COLX,3387,False,True,coin
yland-yearn-land,Yearn Land,YLAND,3388,False,True,token
gtf-globaltrustfund-token,GLOBAL TRUSTFUND TOKEN,GTF,3388,False,True,token
ayx-alteryx,Alteryx,AYX,3390,False,True,token
spx-scopx,SCOPX,SPX,3390,False,True,token
psy-psychic,Psychic,PSY,3391,False,True,token
bubba-bubba,Bubba,BUBBA,3393,False,True,token
koduro-koduro,Koduro,KODURO,3393,False,True,token
nwset-2100news-ethereum-tokens-index-fund,2100news Ethereum Tokens Index Fund,NWSET,3395,False,True,token
rno-renault-par,Renault Par,RNO,3395,False,True,token
ns-nodestats,Nodestats,NS,3397,False,True,coin
ffyi-fiscus-governance-coin,Fiscus Governance Coin,FFYI,3398,False,True,token
fen-fennec,Fennec,FEN,3399,False,True,token
ssf-safe-seafood-coin,Safe SeaFood Coin,SSF,3400,False,True,coin
clvs-clovis-oncology-inc,"Clovis Oncology, Inc.",CLVS,3401,False,True,token
uffyi-unlimited-fiscusfyi,unlimited FiscusFYI,uFFYI,3402,False,True,token
tknt-tkn-token,TKN Token,TKNT,3403,False,True,token
sora-sorachancoin,SorachanCoin,SORA,3404,False,True,coin
shdc-shdcash,SHDCash,SHDC,3405,False,True,token
emoj-emoji,Emoji,EMOJ,3406,False,True,coin
plg-plug,Plug,PLG,3407,False,True,token
ww-waya-wolf-coin,Waya Wolf Coin,WW,3408,False,True,coin
sec-smilecoin,Smilecoin,SEC,3409,False,True,token
srsb-sirius-bond,Sirius Bond,SRSB,3409,False,True,token
boomc-boomcoin,BoomCoin,BOOMC,3410,False,True,token
xra-ratecoin,Ratecoin,XRA,3412,False,True,coin
big-thebigcoin,THEBIGCOIN,BIG,3413,False,True,coin
smoon-swiftmoon,SwiftMoon,SMOON,3414,False,True,token
bare-bare,BARE,BARE,3414,False,True,coin
orbyt-orbyt-token,ORBYT Token,ORBYT,3415,False,True,token
shak-shakita-inu,Shakita Inu,SHAK,3416,False,True,token
xbx-bitex,Bitex,XBX,3417,False,True,token
feb-feb-token,FEB Token,FEB,3418,False,True,token
xkr-kryptokrona,Kryptokrona,XKR,3419,False,True,coin
ktv-kmushicoin,Kmushicoin,KTV,3420,False,True,coin
veco-veco,Veco,VECO,3421,False,True,coin
fma-flama,FLAMA,FMA,3422,False,True,token
fubo-fubotv-inc,fuboTV Inc.,FUBO,3423,False,True,token
ulg-ultragate,Ultragate,ULG,3424,False,True,coin
gldx-goldex-token,Goldex Token,GLDX,3425,False,True,token
smart-moonsmart,MoonSmart,SMART,3426,False,True,token
gcg-gulf-coin-gold,GULF COIN GOLD,GCG,3427,False,True,token
nwsbct-2100news-blue-chip-index-fund,2100news Blue Chip Index Fund,NWSBCT,3428,False,True,token
bak-baconcoin,BaconCoin,BAK,3428,False,True,token
wave-the-great-wave,The Great Wave,WAVE,3429,False,True,token
nwslt-2100news-crypto-large-caps-index-fund,2100news Crypto Large-caps Index Fund,NWSLT,3431,False,True,token
mrkcru-idgc-centre,IDGC CENTRE,MRKCru,3431,False,True,token
kie-kier-group,Kier Group,KIE,3433,False,True,token
age-agenor,Agenor,AGE,3434,False,True,coin
bin-buildin,Buildin,BIN,3435,False,True,token
x-us-steel-corp,US Steel Corp,X,3436,False,True,token
btfc-bitcoin-flash-cash2794,Bitcoin Flash Cash,BTFC,3437,False,True,token
trp-tronipay,Tronipay,TRP,3438,False,True,token
vet-veteran,Veteran,VET,3439,False,True,token
iten-iten,ITEN,ITEN,3440,False,True,token
0857-petrochina,PetroChina,0857,3441,False,True,token
x-token-x-token,X-Token,X-TOKEN,3442,False,True,token
golduck-golden-duck,Golden Duck,GOLDUCK,3444,False,True,token
orange-orange-token,Orange Token,ORANGE,3444,False,True,token
kili-kilimanjaro,Kilimanjaro,KILI,3445,False,True,token
grew-green-world,Green World,GREW,3446,False,True,token
ucr-ultra-clear,Ultra Clear,UCR,3447,False,True,coin
cats-catscoin,Catscoin,CATS,3448,False,True,coin
ual-united,United ,UAL,3449,False,True,token
hfr-hfrcoin,HFRCOIN,HFR,3450,False,True,coin
vgd-vangold-token,Vangold Token,VGD,3451,False,True,token
yep-yep-coin,YEP Coin,YEP,3452,False,True,coin
codeo-codeo-token,CODEO TOKEN,CODEO,3453,False,True,token
wnyc-wrapped-newyorkcoin,Wrapped NewYorkCoin,WNYC,3454,False,True,token
cup-cupdefi,Cupdefi,CUP,3456,False,True,token
ftch-farfetch-ltd,Farfetch Ltd,FTCH,3457,False,True,token
shitcoin-just-another-shitcoin,Just Another Shitcoin,SHITCOIN,3457,False,True,token
gkg-gieki-credits,Gieki Credits,GKG,3459,False,True,token
tavitt-tavittcoin,Tavittcoin,TAVITT,3459,False,True,token
nwscot-2100news-coins-index-fund,2100news Coins Index Fund,NWSCOT,3461,False,True,token
tcda-tricida,Tricida,TCDA,3461,False,True,token
trat-tratok,Tratok,TRAT,3462,False,True,token
clam-clams,Clams,CLAM,3463,False,True,coin
het-hestia-token,Hestia Token,HET,3466,False,True,token
mat-matka,Matka,MAT,3467,False,True,coin
pwdx-powerdexcoin,Powerdexcoin,PWDX,3467,False,True,token
curve-curvehash-coin,Curvehash Coin,CURVE,3468,False,True,coin
orc-oracle-system,Oracle System,ORC,3468,False,True,token
polyru-polymetal-international,Polymetal International,POLYru,3469,False,True,token
tsuki-tsuki-dao,Tsuki DAO,TSUKI,3472,False,True,token
dep-depth-token,Depth Token,DEP,3473,False,True,token
gtc-gtib,GTIB,GTC,3473,False,True,token
dynamo-dynamo,DYNAMO,DYNAMO,3474,False,True,coin
soda-soda-token,Soda Token,SODA,3474,False,True,token
kub-richamster-token,Richamster Token,KUB,3476,False,True,token
tac-traceability-chain,Traceability Chain,TAC,3477,False,True,token
xpose-xpose-protocol,Xpose Protocol,XPOSE,3478,False,True,token
plum-plumcake-finance,PlumCake Finance,PLUM,3479,False,True,token
boba-boobam-1,Boobam,Boba,3480,False,True,token
vamp-vampire-protocol,Vampire Protocol,VAMP,3480,False,True,token
tshp-12ships,12Ships,TSHP,3481,False,True,token
mzk-muzika,Muzika,MZK,3483,False,True,token
ast-ainu-swap-token,Ainu Swap Token,AST,3484,False,True,token
xrd-raven-dark,Raven Dark,XRD,3484,False,True,coin
stc-starchain,StarChain,STC,3487,False,True,token
chia-chia-network-token,CHIA NETWORK TOKEN,CHIA,3487,False,True,token
ino-io-pharmaceuticals,Io Pharmaceuticals,INO,3488,False,True,token
duo-duo-network-token,DUO Network Token,DUO,3489,False,True,token
smnc-simple-masternode-coin,Simple Masternode Coin,SMNC,3489,False,True,coin
cpe-callon-petroleum,Callon Petroleum,CPE,3491,False,True,token
ezj-easyjet,EasyJet,EZJ,3492,False,True,token
togo-togo-inu,TOGO INU,TOGO,3493,False,True,token
icag-international-consolidated-airlines-group-sa,International Consolidated Airlines Group S.A.,ICAG,3495,False,True,token
xtnc-xtendcash,XtendCash,XTNC,3496,False,True,coin
frozen-frozencake,FrozenCake,FROZEN,3496,False,True,token
asx-ads-social,Ads Social,ASX,3497,False,True,token
hcc-human-charity-coin,Human Charity Coin,HCC,3497,False,True,coin
deq-dequant,Dequant,DEQ,3498,False,True,coin
sapa-sapa,Sapa,SAPA,3501,False,True,token
seed-sesameseed,Sesameseed,SEED,3502,False,True,token
glf-glufco,GLUFCO,GLF,3502,False,True,token
gems-safegem,SafeGem,GEMS,3503,False,True,token
ani-animecoin,Animecoin,ANI,3504,False,True,coin
wlink-wlink,WLINK,WLINK,3505,False,True,token
gpro-gopro-inc,GoPro Inc,GPRO,3505,False,True,token
afo-all-for-one-business,All For One Business,AFO,3507,False,True,coin
dhold-diamondhold,DiamondHold,DHOLD,3508,False,True,token
speed-speed-coin,Speed Coin,SPEED,3508,False,True,coin
dice-trondice,TRONdice,DICE,3510,False,True,token
mlt-modern-liquidity-token,Modern Liquidity Token,MLT,3511,False,True,token
usdq-usdq,USDQ,USDQ,3512,False,True,token
pdai-prime-dai,Prime DAI,PDAI,3512,False,True,token
lmy-lunch-money,Lunch Money,LMY,3513,False,True,token
mb-minebee,MineBee,MB,3514,False,True,token
cbm-cryptobrewmaster,Crypto brew master,CBM,3515,False,True,token
btrl-bitcoinregular,BitcoinRegular,BTRL,3516,False,True,token
vex-velorex,Velorex,VEX,3518,False,True,token
