id,name,symbol,rank,is_new,is_active,type
got-gonetwork,GoNetwork,GOT,1181,False,True,token
sur-suretly,Suretly,SUR,1182,False,True,token
wtn-waletoken,Waletoken,WTN,1183,False,True,token
pgo-pengolincoin,PengolinCoin,PGO,1184,False,True,coin
inx-insight-protocol,Insight Protocol,INX,1185,False,True,token
xmv-monerov,MoneroV,XMV,1186,False,True,coin
adi-aditus,Aditus,ADI,1187,False,True,token
kiwi-kiwi-token,KIWI Token,KIWI,1188,False,True,token
xgm-defis,Defis,XGM,1189,False,True,coin
bmh-blockmesh,BlockMesh,BMH,1190,False,True,token
tgame-truegame,Truegame,TGAME,1192,False,True,token
prix-privatix,Privatix,PRIX,1193,False,True,token
imp-ether-kingdoms-token,Ether Kingdoms Token,IMP,1194,False,True,token
evn-evencoin,EvenCoin,EVN,1195,False,True,token
ents-eunomia,EUNOMIA,ENTS,1196,False,True,token
cmct-cyber-movie-chain,Cyber Movie Chain,CMCT,1197,False,True,token
plat-bitguild-plat,BitGuild PLAT,PLAT,1198,False,True,token
eti-etherinc,EtherInc,ETI,1199,False,True,coin
cpu-cpuchain,CPUchain,CPU,1200,False,True,coin
joint-joint-ventures,Joint Ventures,JOINT,1201,False,True,token
blast-blast,BLAST,BLAST,1202,False,True,coin
cpr-cipher,CIPHER,CPR,1203,False,True,token
lft-linfinity,Linfinity,LFC,1204,False,True,token
fbn-fivebalance,Fivebalance,FBN,1205,False,True,coin
cymt-cybermusic,CyberMusic,CYMT,1206,False,True,token
sefa-mesefa,MESEFA,SEFA,1207,False,True,token
rto-arto,Arto,RTO,1207,False,True,coin
team-team-tokenstars,TEAM (TokenStars),TEAM,1209,False,True,token
tan-taklimakan-network,Taklimakan Network,TAN,1210,False,True,token
spt-spectrum,Spectrum,SPT,1211,False,True,token
ucn-uchain,UChain,UCN,1212,False,True,token
crdt-crdt,CRDT,CRDT,1213,False,True,token
dsr-desire,Desire,DSR,1214,False,True,coin
cmct-crowd-machine,Crowd Machine,CMCT,1215,False,True,token
ctrt-cryptrust,Cryptrust,CTRT,1216,False,True,token
unc-unelmacoin,UnelmaCoin,UNC,1217,False,True,coin
araw-araw,ARAW,ARAW,1217,False,True,token
havy-havy,Havy,HAVY,1218,False,True,token
sfg-sfinance,S.Finance,SFG,1219,False,True,token
ndx-ndex,nDEX,NDX,1220,False,True,token
bold-boldman-capital,Boldman Capital,BOLD,1221,False,True,token
hqt-hyperquant,HyperQuant,HQT,1222,False,True,token
ylc-yolocash,YoloCash,YLC,1223,False,True,token
pti-paytomat,Paytomat,PTI,1224,False,True,token
exmr-fdn,EXMR,FDN,1225,False,True,token
apc-alpha-coin,Alpha Coin,APC,1226,False,True,token
cou-couchain,Couchain,COU,1227,False,True,token
actp-archetypal-network,Archetypal Network,ACTP,1228,False,True,token
hlx-helex,Helex,HLX,1230,False,True,token
fnx-finnexus,FinNexus,FNX,1230,False,True,token
vikky-vikkytoken,VikkyToken,VIKKY,1231,False,True,token
swc-scanet-world-coin,Scanetchain,SWC,1232,False,True,token
bank-bank-coin,Bank Coin,BANK,1233,False,True,coin
cyl-crystal-token,Crystal Token,CYL,1234,False,True,token
halo-halo-platform,Halo Platform,HALO,1235,False,True,coin
snn-sechain,SeChain,SNN,1236,False,True,token
xas-asch,Asch,XAS,1237,False,True,coin
cennz-centrality,Centrality,CENNZ,1238,False,True,token
sica-signaturechain,SignatureChain,SICA,1239,False,True,token
veri-veritaseum,Veritaseum,VERI,1240,False,True,token
btu-btu-protocol,BTU Protocol,BTU,1241,False,True,token
stax-stablexswap,StableXSwap,STAX,1242,False,True,token
lynx-lynx,Lynx,LYNX,1243,False,True,coin
ggc-global-game-coin,Global Game Coin,GGC,1244,False,True,token
dvpn-sentinel,Sentinel,DVPN,1245,False,True,token
karma-karma,KARMA,KARMA,1246,False,True,token
comp-compound-coin,Compound Coin,COMP,1247,False,True,coin
chips-chips,CHIPS,CHIPS,1248,False,True,coin
rstr-ondori,Ondori,RSTR,1249,False,True,coin
xac-general-attention-currency,General Attention Currency,XAC,1250,False,True,token
btc2-bitcoin-2,Bitcoin 2,BTC2,1251,False,True,coin
cvt-cybervein,CyberVein,CVT,1252,False,True,token
xep-electra-protocol,Electra Protocol,XEP,1253,False,True,coin
chp-coinpoker,CoinPoker,CHP,1254,False,True,token
dyn-dynamic,Dynamic,DYN,1255,False,True,coin
instar-insights-network,Insights Network,INSTAR,1256,False,True,token
yusra-yusra,YUSRA,YUSRA,1257,False,True,token
horus-horuspay,HorusPay,HORUS,1258,False,True,token
bos-boscoin,BOScoin,BOS,1259,False,True,coin
lnd-lendingblock,Lendingblock,LND,1260,False,True,token
btcp-bitcoin-private,Bitcoin Private,BTCP,1261,False,True,coin
btx-bitcore,Bitcore,BTX,1262,False,True,coin
spore-spore,Spore,SPORE,1263,False,True,token
bet-daobet,DAOBet,BET,1264,False,True,token
vld-vetri,Vetri,VLD,1265,False,True,token
onion-deeponion,DeepOnion,ONION,1266,False,True,coin
s4f-s4fe,S4FE,S4F,1267,False,True,token
gre-greencoin,Greencoin,GRE,1268,False,True,coin
eauric-eauric,Eauric,EAURIC,1269,False,True,token
swace-swace,Swace,SWACE,1270,False,True,token
vibe-vibe,VIBE,VIBE,1271,False,True,token
usnbt-nubits,NuBits,USNBT,1272,False,True,coin
icnq-iconiq-lab-token,Iconiq Lab Token,ICNQ,1273,False,True,token
xst-stealth,Stealth,XST,1274,False,True,coin
gio-graviocoin,Graviocoin,GIO,1275,False,True,coin
kubo-kubocoin,KuboCoin,KUBO,1276,False,True,coin
vlu-valuto,Valuto,VLU,1277,False,True,coin
aog-smartofgiving,smARTOFGIVING,AOG,1278,False,True,token
d-denarius,Denarius,D,1279,False,True,coin
bmc-blackmoon,Blackmoon,BMC,1280,False,True,token
ong-someesocial,SoMee.Social,ONG,1281,False,True,token
snb-synchrobitcoin,SynchroBitcoin,SNB,1282,False,True,token
suqa-suqa,SINOVATE,SIN,1283,False,True,coin
cpt-cryptaur,Cryptaur,CPT,1284,False,True,token
vgw-vegawallet-token,VegaWallet Token,VGW,1285,False,True,token
ntk-neurotoken,Neurotoken,NTK,1286,False,True,token
xbase-eterbase,Eterbase Coin,XBASE,1287,False,True,token
tfl-trueflip,TrueFlip,TFL,1288,False,True,token
veil-veil,VEIL,VEIL,1289,False,True,coin
polis-polis,Polis,POLIS,1290,False,True,coin
bis-bismuth,Bismuth,BIS,1291,False,True,coin
thc-hempcoin,HempCoin,THC,1292,False,True,coin
efl-e-gulden,e-Gulden,EFL,1293,False,True,coin
1x2-1x2-coin,1X2 COIN,1X2,1294,False,True,coin
omni-omni,Omni,OMNI,1295,False,True,coin
vrc-vericoin,VeriCoin,VRC,1296,False,True,coin
cot-cotrader,CoTrader,COT,1297,False,True,token
aya-aryacoin,Aryacoin,AYA,1298,False,True,coin
uni-universe,Universe,UNI,1299,False,True,coin
wish-mywish,MyWish,WISH,1300,False,True,token
gcc-global-cryptocurrency,Global Cryptocurrency,GCC,1301,False,True,coin
bc-block-chaincom,Block-Chain.com,BC,1302,False,True,token
ttn-titan-coin,Titan Coin,TTN,1303,False,True,coin
cdn-canada-ecoin,Canada eCoin,CDN,1304,False,True,coin
btzc-beatzcoin,BeatzCoin,BTZC,1305,False,True,token
gleec-gleec-coin,Gleec Coin,GLEEC,1306,False,True,coin
ion-ion,ION,ION,1307,False,True,coin
fyd-fydcoin,FYDcoin,FYD,1308,False,True,coin
pmgt-perth-mint-gold-token,Perth Mint Gold Token,PMGT,1309,False,True,token
dime-dimecoin,Dimecoin,DIME,1310,False,True,coin
hd-the-home-depot,The Home Depot,HD,1311,False,True,token
ldoge-litedoge,LiteDoge,LDOGE,1312,False,True,coin
wct-waves-community-token,Waves Community Token,WCT,1313,False,True,token
drg-dragon-coins,Dragon Coins,DRG,1314,False,True,token
got-parkingo,ParkinGo,GOT,1315,False,True,token
bxy-beaxy,Beaxy,BXY,1316,False,True,token
tdx-tidex-token,Tidex Token,TDX,1317,False,True,token
mcm-mochimo,Mochimo,MCM,1318,False,True,coin
zeit-zeitcoin,Zeitcoin,ZEIT,1319,False,True,coin
pxc-phoenixcoin,Phoenixcoin,PXC,1320,False,True,coin
veo-amoveo,Amoveo,VEO,1321,False,True,coin
vit-vice-industry-token,Vision Industry Token,VIT,1322,False,True,token
bca-bitcoin-atom,Bitcoin Atom,BCA,1323,False,True,coin
xby-xtrabytes,XTRABYTES,XBY,1324,False,True,coin
spn-sapien,Sapien,SPN,1325,False,True,token
bwx-blue-whale-token,Blue Whale EXchange,BWX,1326,False,True,token
troll-trollcoin,Trollcoin,TROLL,1327,False,True,coin
ddk-ddkoin,DDKoin,DDK,1328,False,True,coin
pbt-primalbase-token,Primalbase Token,PBT,1329,False,True,token
znz-zenzo,ZENZO,ZNZ,1330,False,True,coin
cbm-cryptobonusmiles,CryptoBonusMiles,CBM,1331,False,True,token
xpd-petrodollar,PetroDollar,XPD,1332,False,True,coin
star-starbase,Starbase,STAR,1333,False,True,token
hush-hush,Hush,HUSH,1334,False,True,coin
xvc-vcash,Vcash,XVC,1335,False,True,coin
0347-angang-steel,Angang Steel,0347,1336,False,True,token
manna-manna,Manna,MANNA,1337,False,True,coin
orb-orbitcoin,Orbitcoin,ORB,1338,False,True,coin
xrc-xrhodium,xRhodium,XRC,1339,False,True,coin
lux-luxcoin,LUXCoin,LUX,1340,False,True,coin
ric-riecoin,Riecoin,RIC,1341,False,True,coin
acm-actinium,Actinium,ACM,1342,False,True,coin
adm-adamant-messenger,ADAMANT Messenger,ADM,1343,False,True,coin
nsr-nushares,NuShares,NSR,1344,False,True,coin
qqq-invesco-qqq-trust,Invesco QQQ Trust,QQQ,1345,False,True,token
sth-smartholdem,Smartholdem,STH,1346,False,True,coin
sugar-sugarchain,Sugarchain,SUGAR,1347,False,True,coin
sbry-sainsbury,Sainsbury,SBRY,1348,False,True,token
xnk-ink-protocol,Ink Protocol,XNK,1349,False,True,token
zet-zetacoin,Zetacoin,ZET,1350,False,True,coin
vash-vpncoin,VPNCoin,VASH,1351,False,True,coin
carbon-carboncoin,Carboncoin,CARBON,1352,False,True,coin
erk-eureka-coin,Eureka Coin,ERK,1353,False,True,coin
gxx-gravitycoin,GravityCoin,GXX,1354,False,True,coin
fxt-fuzex,FuzeX,FXT,1355,False,True,token
msrsru-moesk,MOESK,MSRSru,1356,False,True,token
ent-eternity,Eternity,ENT,1357,False,True,coin
lthn-lethean,Lethean,LTHN,1358,False,True,coin
mintme-com-coin,MintMe.com Coin,MINTME,1359,False,True,coin
stx-stox,Stox,STX,1360,False,True,token
smly-smileycoin,SmileyCoin,SMLY,1361,False,True,coin
trc-terracoin,Terracoin,TRC,1362,False,True,coin
ucash-universal-cash,UNIVERSAL CASH,UCASH,1363,False,True,token
qwc-qwertycoin,Qwertycoin,QWC,1364,False,True,coin
atn-atn,ATN,ATN,1365,False,True,token
max-maxcoin,Maxcoin,MAX,1366,False,True,coin
owc-oduwa,ODUWA,OWC,1367,False,True,coin
own-owndata,OWNDATA,OWN,1368,False,True,token
atl-atlant,ATLANT,ATL,1369,False,True,token
monk-monkey-project,Monkey Project,MONK,1370,False,True,coin
trst-wetrust,WeTrust,TRST,1371,False,True,token
chess-chesscoin,ChessCoin,CHESS,1372,False,True,coin
peg-pegnet,PegNet,PEG,1373,False,True,coin
cdl-coindeal-token,CoinDeal Token,CDL,1374,False,True,token
ebrh-ebirah,Ebirah,EBRH,1375,False,True,token
agcmn-agricoin-masternode,Agricoin Masternode,AGCMN,1376,False,True,coin
drt-domraider,DomRaider,DRT,1377,False,True,token
pak-pakcoin,Pakcoin,PAK,1378,False,True,coin
cbx-bullion,Bullion,CBX,1379,False,True,coin
moto-motocoin,Motocoin,MOTO,1380,False,True,coin
flp-flip,FLIP,FLP,1381,False,True,token
put-putincoin,PutinCoin,PUT,1382,False,True,coin
poe-poet,Po.et,POE,1383,False,True,token
adl-adelphoi,Adelphoi,ADL,1384,False,True,token
mmo-mmocoin,MMOCoin,MMO,1385,False,True,coin
nvc-novacoin,Novacoin,NVC,1386,False,True,coin
cspn-crypto-sports,Crypto Sports,CSPN,1387,False,True,coin
lun-lunyr,Lunyr,LUN,1388,False,True,token
mbc-microbitcoin,MicroBitcoin,MBC,1389,False,True,coin
pylnt-pylon-network,Pylon Network,PYLNT,1390,False,True,token
note-dnotes,DNotes,NOTE,1391,False,True,coin
shnd-stronghands,StrongHands,SHND,1392,False,True,coin
bbd-banco-bradesco,Banco Bradesco,BBD,1393,False,True,token
kind-kind-ads-token,Kind Ads Token,KIND,1394,False,True,token
etg-ethereum-gold,Ethereum Gold,ETG,1395,False,True,token
dgc-digitalcoin,Digitalcoin,DGC,1396,False,True,coin
atcc-atc-coin,ATC Coin,ATCC,1397,False,True,token
rito-rito,RITO,RITO,1398,False,True,coin
bbk-bitblocks,Bitblocks,BBK,1399,False,True,coin
tes-teslacoin,TeslaCoin,TES,1400,False,True,coin
aby-artbyte,ArtByte,ABY,1401,False,True,coin
cen-coinsuper-ecosystem-network,Coinsuper Ecosystem Network,CEN,1402,False,True,token
alis-alis,ALIS,ALIS,1403,False,True,token
swt-swarm-city,Swarm City,SWT,1404,False,True,token
emd-emerald-crypto,Emerald Crypto,EMD,1405,False,True,coin
shdw-shadow-token,Shadow Token,SHDW,1406,False,True,token
hbx-hashbx,HashBX,HBX,1407,False,True,coin
hgt-hellogold,HelloGold,HGT,1408,False,True,token
sdc-shadowcash,ShadowCash,SDC,1409,False,True,coin
tzc-trezarcoin,TrezarCoin,TZC,1410,False,True,coin
mib-mib-coin,MIB Coin,MIB,1411,False,True,token
telos-teloscoin,Teloscoin,TELOS,1412,False,True,coin
gbx-gobyte,GoByte,GBX,1413,False,True,coin
xp-experience-points,Experience Points,XP,1414,False,True,coin
dev-deviantcoin,DeviantCoin,DEV,1415,False,True,coin
pipl-piplcoin,PiplCoin,PIPL,1416,False,True,token
metal-metalcoin,MetalCoin,METAL,1417,False,True,coin
qbc-quebecoin,Quebecoin,QBC,1418,False,True,coin
bio-biocoin,BioCoin,BIO,1419,False,True,coin
bud-buddy,BUDDY,BUD,1420,False,True,token
scl-sociall,Sociall,SCL,1421,False,True,token
bdt-bdt-token,Bitdepositary,BDT,1422,False,True,token
modx-model-x-coin,MODEL-X-coin,MODX,1423,False,True,token
usc-ultimate-secure-cash,Ultimate Secure Cash,USC,1424,False,True,coin
ptc-pesetacoin,Peseta Digital,PTD,1425,False,True,coin
tdp-truedeck,TrueDeck,TDP,1426,False,True,token
inn-innova,Innova,INN,1427,False,True,coin
kobo-kobocoin,Kobocoin,KOBO,1428,False,True,coin
mad-satoshimadness,SatoshiMadness,MAD,1429,False,True,coin
dct-decent,DECENT,DCT,1430,False,True,coin
day-chronologic,Chronologic,DAY,1431,False,True,token
tit-titcoin,Titcoin,TIT,1432,False,True,coin
asafe2-allsafe,AllSafe,ASAFE,1433,False,True,coin
swift-swiftcash,SwiftCash,SWIFT,1434,False,True,coin
sbe-sombe,Sombe,SBE,1435,False,True,coin
swing-swing,Swing,SWING,1436,False,True,coin
mec-megacoin,Megacoin,MEC,1437,False,True,coin
fota-fortuna,Fortuna,FOTA,1438,False,True,token
vsl-vslice,vSlice,VSL,1439,False,True,token
arepa-arepacoin,Arepacoin,AREPA,1440,False,True,coin
sntr-silent-notary,Silent Notary,SNTR,1441,False,True,token
dogec-dogecash,DogeCash,DOGEC,1442,False,True,coin
plura-pluracoin,PluraCoin,PLURA,1443,False,True,coin
gfun-goldfund,GoldFund,GFUN,1444,False,True,token
inve-intervalue,InterValue,INVE,1445,False,True,token
cheese-cheesecoin,Cheesecoin,CHEESE,1446,False,True,coin
btdx-bitcloud,Bitcloud,BTDX,1447,False,True,coin
croat-croat,CROAT,CROAT,1448,False,True,coin
ipl-vouchforme,VouchForMe,IPL,1449,False,True,token
hb-heartbout,HeartBout,HB,1450,False,True,token
sslca-sandstorm-gold,Sandstorm Gold,SSLca,1451,False,True,token
incx-internationalcryptox,InternationalCryptoX,INCX,1452,False,True,token
thrt-thrive-token,Thrive Token,THRT,1453,False,True,token
onot-onotoken,ONOToken,ONOT,1454,False,True,token
gap-gapcoin,Gapcoin,GAP,1455,False,True,coin
cbrl-cryptobrl,CryptoBRL,CBRL,1456,False,True,token
bloc-blocmoney,BLOC.MONEY,BLOC,1457,False,True,coin
clx-celeum,Celeum,CLX,1458,False,True,token
btcs-bitcoin-scrypt,Bitcoin Scrypt,BTCS,1459,False,True,coin
bdp-bidipass,BidiPass,BDP,1460,False,True,token
dem-deutsche-emark,Deutsche eMark,DEM,1461,False,True,coin
ero-eroscoin,Eroscoin,ERO,1462,False,True,token
btb-bitbar,BitBar,BTB,1463,False,True,coin
art-maecenas,Maecenas,ART,1464,False,True,token
zuc-zeuxcoin,ZeuxCoin,ZUC,1465,False,True,token
posw-posw-coin,PoSW Coin,POSW,1466,False,True,coin
slm-slimcoin,Slimcoin,SLM,1467,False,True,coin
martk-martkist,Martkist,MARTK,1468,False,True,coin
bccx-blockchaincoinx,BlockChain CoinX,BCCX,1469,False,True,coin
2x2-2x2,2X2,2X2,1470,False,True,coin
pho-photon,Photon,PHO,1471,False,True,coin
nfxc-nfx-coin,NFX Coin,NFXC,1472,False,True,token
gmb-gmb,GMB,GMB,1473,False,True,token
bitc-bitcash,BitCash,BITC,1474,False,True,coin
wab-wabnetwork,WABnetwork,WAB,1475,False,True,token
egg-nestegg-coin,NestEgg Coin,EGG,1476,False,True,coin
opt-opus,Opus,OPT,1477,False,True,token
evil-evil-coin,Evil Coin,EVIL,1478,False,True,coin
rex-imbrex,imbrex,REX,1479,False,True,token
btct-bitcoin-token,Bitcoin Token,BTCT,1480,False,True,coin
elet-elementeum,Elementeum,ELET,1481,False,True,token
dln-delion,Delion,DLN,1482,False,True,coin
bltg-block-logic,Block-Logic,BLTG,1483,False,True,coin
gene-gene-source-code-chain,Gene Source Code Chain,GENE,1484,False,True,token
sins-safeinsure,SafeInsure,SINS,1485,False,True,coin
mac-matrexcoin,Matrexcoin,MAC,1486,False,True,token
fxs-freixshares,FreiXShares,FXS,1487,False,True,token
rbt-rimbit,Rimbit,RBT,1488,False,True,coin
foxd-foxdcoin,Foxdcoin,FOXD,1489,False,True,coin
iog-playgroundz,Playgroundz,IOG,1490,False,True,token
lcp-litecoin-plus,Litecoin Plus,LCP,1491,False,True,coin
bta-bata,Bata,BTA,1492,False,True,coin
zcr-zcore,ZCore,ZCR,1493,False,True,coin
tcash-tcash,TCASH,TCASH,1494,False,True,token
beet-beetle-coin,Beetle Coin,BEET,1495,False,True,coin
xsh-shield,SHIELD,XSH,1496,False,True,coin
rbies-rubies,Rubies,RBIES,1497,False,True,coin
evt-everitoken,EveriToken,EVT,1498,False,True,coin
iq-iqcash,IQ.cash,IQ,1499,False,True,coin
hand-showhand,ShowHand,HAND,1500,False,True,token
enrg-energycoin,Energycoin,ENRG,1501,False,True,coin
bxt-bittokens,BitTokens,BXT,1502,False,True,coin
ntrn-neutron,Neutron,NTRN,1503,False,True,coin
bze-bzedge,BZEdge,BZE,1504,False,True,coin
boli-bolivarcoin,Bolivarcoin,BOLI,1505,False,True,coin
civ-civitas,Civitas,CIV,1506,False,True,coin
mtlmc3-metal-music-coin,Metal Music Coin,MTLMC3,1507,False,True,coin
nor-noir,Noir,NOR,1508,False,True,coin
pyn-paycent,PAYCENT,PYN,1509,False,True,token
hlix-helix,Helix,HLIX,1510,False,True,coin
hfs-holderswap,HolderSwap,HFS,1511,False,True,token
atb-atbcoin,ATBCoin,ATB,1512,False,True,coin
fess-fesschain,Fesschain,FESS,1513,False,True,token
ytn-yenten,YENTEN,YTN,1514,False,True,coin
bbs-bbscoin,BBSCoin,BBS,1515,False,True,coin
knt-knekted,Knekted,KNT,1516,False,True,token
entrc-entercoin,EnterCoin,ENTRC,1517,False,True,token
xfg-fango,Fango,XFG,1518,False,True,coin
btwty-bit20,Bit20,BTWTY,1519,False,False,token
prx-proxynode,ProxyNode,PRX,1520,False,True,coin
arion-arion,Arion,ARION,1521,False,True,coin
sfcp-sf-capital,SF Capital,SFCP,1522,False,True,token
luc-level-up-coin,Level Up Coin,LUC,1523,False,True,token
cmm-commercium,Commercium,CMM,1524,False,True,coin
btcn-bitcoinote,BitcoiNote,BTCN,1525,False,True,coin
ecash-ethereum-cash,Ethereum Cash,ECASH,1526,False,True,token
btcr-bitcurrency,Bitcurrency,BTCR,1527,False,True,coin
pirl-pirl,Pirl,PIRL,1528,False,True,coin
web-webcoin,Webcoin,WEB,1529,False,True,token
gic-giant,Giant,GIC,1530,False,True,coin
xbi-bitcoin-incognito,Bitcoin Incognito,XBI,1531,False,True,coin
steep-steepcoin,SteepCoin,STEEP,1532,False,True,coin
itl-italian-lira,Italian Lira,ITL,1533,False,True,token
super-supercoin,SuperCoin,SUPER,1534,False,True,coin
mcpc-mobile-crypto-pay-coin,Mobile Crypto Pay Coin,MCPC,1535,False,True,coin
vulc-vulcano-old,Vulcano [OLD],VULC,1536,False,True,coin
bsd-bitsend,BitSend,BSD,1537,False,True,coin
isl-islacoin,IslaCoin,ISL,1538,False,True,coin
lana-lanacoin,LanaCoin,LANA,1539,False,True,coin
cann-cannabiscoin,CannabisCoin,CANN,1540,False,True,coin
rew-rewardiqa,Rewardiqa,REW,1541,False,True,token
bro-bitradio,Bitradio,BRO,1542,False,True,coin
jan-coinjanitor,CoinJanitor,JAN,1543,False,True,token
pyrk-pyrk,Pyrk,PYRK,1544,False,True,coin
gcn-gcn-coin,GCN Coin,GCN,1545,False,True,coin
zeni-zennies,Zennies,ZENI,1546,False,True,coin
cesc-cryptoescudo,CryptoEscudo,CESC,1547,False,True,coin
sprkl-sparkle,Sparkle,SPRKL,1548,False,True,token
pux-polypux,PolypuX,PUX,1549,False,True,token
micro-micromines,Micromines,MICRO,1550,False,True,token
space-spacecoin,SpaceCoin,SPACE,1551,False,True,coin
plc-polcoin,Polcoin,PLC,1552,False,True,coin
gsr-geysercoin,GeyserCoin,GSR,1553,False,True,coin
phs-philosopher-stones,Philosopher Stones,PHS,1554,False,True,coin
xgs-genesisx,GenesisX,XGS,1555,False,True,coin
tic-thingschain,Thingschain,TIC,1556,False,True,token
shmn-stronghands-masternode,StrongHands Masternode,SHMN,1557,False,True,coin
arb-arbit,ARbit,ARB,1558,False,True,coin
post-postcoin,PostCoin,POST,1559,False,True,coin
rup-rupee,Rupee,RUP,1560,False,True,coin
gtm-gentarium,Gentarium,GTM,1561,False,True,coin
yce-myce,MYCE,YCE,1562,False,True,coin
scap-safecapital,SafeCapital,SCAP,1563,False,True,coin
grimm-grimm,Grimm,GRIMM,1564,False,True,coin
lea-leacoin,LeaCoin,LEA,1565,False,True,coin
dft-draftcoin,DraftCoin,DFT,1566,False,True,coin
fuzz-fuzzballs,FuzzBalls,FUZZ,1567,False,True,coin
wage-digiwage,Digiwage,WAGE,1568,False,True,coin
xgox-xgox,XGOX,XGOX,1569,False,True,coin
px-px,PX,PX,1570,False,True,coin
glc-globalcoin,GlobalCoin,GLC,1571,False,True,coin
btcred-bitcoin-red,Bitcoin Red,BTCRED,1572,False,True,token
impl-impleum,Impleum,IMPL,1573,False,True,coin
yi12-yield-stake-finance,Yield Stake Finance,YI12,1574,False,True,token
gcr-global-currency-reserve,Global Currency Reserve,GCR,1575,False,True,coin
nrp-neural-protocol,Neural Protocol,NRP,1576,False,True,token
vls-veles,Veles,VLS,1577,False,True,coin
mlm-mktcoin,MktCoin,MLM,1578,False,True,coin
scc-siacashcoin,SiaCashCoin,SCC,1579,False,True,token
herb-herbalist-token,Herbalist Token,HERB,1580,False,True,token
foxt-fox-trading,Fox Trading,FOXT,1581,False,True,token
voco-provoco-token,Provoco Token,VOCO,1582,False,True,token
stak-straks,STRAKS,STAK,1583,False,True,coin
bern-berncash,BERNcash,BERN,1584,False,True,coin
ella-ellaism,Ellaism,ELLA,1585,False,True,coin
kwatt-4new,4NEW,KWATT,1586,False,True,token
kseed-kush-finance,Kush Finance,KSEED,1587,False,True,token
medic-mediccoin,MedicCoin,MEDIC,1588,False,True,coin
gzro-gravity,Gravity,GZRO,1589,False,True,coin
ltb-litebar,LiteBar,LTB,1590,False,True,coin
aqua-aquachain,Aquachain,AQUA,1591,False,True,coin
plus1-plusonecoin,PlusOneCoin,PLUS1,1592,False,True,coin
vdl-vidulum,Vidulum,VDL,1593,False,True,coin
spk-sparks,SparksPay,SPK,1594,False,True,coin
shb-skyhub-coin,SkyHub Coin,SHB,1595,False,True,coin
abs-absolute,Absolute,ABS,1596,False,True,coin
btad-bitcoin-adult,Bitcoin Adult,BTAD,1597,False,True,coin
btcl-btc-lite,BTC Lite,BTCL,1598,False,True,token
scriv-scriv-network,SCRIV NETWORK,SCRIV,1599,False,True,coin
crm-cream,Cream,CRM,1600,False,True,coin
nplc-plus-coin,Plus-Coin,NPLC,1601,False,True,token
guess-peerguess,Peerguess,GUESS,1602,False,True,token
mng-mangocoin,Mangocoin,MNG,1603,False,True,coin
bcf-bitcoin-fast,Bitcoin Fast,BCF,1604,False,True,coin
cj-cryptojacks,Cryptojacks,CJ,1605,False,True,coin
zeus-zeusnetwork,ZeusNetwork,ZEUS,1606,False,True,token
klks-kalkulus,Kalkulus,KLKS,1607,False,True,coin
spr-spreadcoin,SpreadCoin,SPR,1608,False,True,coin
fire-firecoin,Firecoin,FIRE,1609,False,True,coin
htc-hitcoin,HitCoin,HTC,1610,False,True,coin
peng-penguin-coin,PENG,PENG,1611,False,True,coin
xios-xios,Xios,XIOS,1612,False,True,coin
pex-posex,PosEx,PEX,1613,False,True,coin
bcs-business-credit-substitute,Business Credit Substitute,BCS,1614,False,True,token
bets-betscoin,BetsCoin,BETS,1615,False,True,coin
hth-help-the-homeless-coin,Help The Homeless Coin,HTH,1616,False,True,coin
rigel-rigel-finance,Rigel Finance,RIGEL,1617,False,True,token
jwl-jewels,Jewels,JWL,1618,False,True,coin
tvnt-travelnote,TravelNote,TVNT,1619,False,True,token
sigt-signatum,Signatum,SIGT,1620,False,True,coin
datp-decentralized-asset-trading-platform,Decentralized Asset Trading Platform,DATP,1621,False,True,token
cstl-castle,Castle,CSTL,1622,False,True,coin
bzx-bitcoin-zero,Bitcoin Zero,BZX,1623,False,True,coin
pyro-pyro-network,PYRO Network,PYRO,1624,False,True,token
cco-ccore,Ccore,CCO,1625,False,True,token
hnb-hashnet-biteco,HashNet BitEco,HNB,1626,False,True,token
care-carebit,Carebit,CARE,1627,False,True,coin
bunny-bunnytoken,BunnyToken,BUNNY,1628,False,True,token
bcac-business-credit-alliance-chain,Business Credit Alliance Chain,BCAC,1629,False,True,token
gpkr-gold-poker,Gold Poker,GPKR,1630,False,True,coin
pnx-phantomx,Phantomx,PNX,1631,False,True,coin
toto-tourist-token,Tourist Token,TOTO,1632,False,True,token
yfbt-yearn-finance-bit,Yearn Finance Bit,YFBT,1633,False,True,token
nka-incakoin,IncaKoin,NKA,1634,False,True,coin
znt-zenswap-network-token,Zenswap Network Token,ZNT,1635,False,True,token
mar-mchain,Mchain,MAR,1636,False,True,coin
coal-bitcoal,BitCoal,COAL,1637,False,True,coin
evo-evotion,Evotion,EVO,1638,False,True,coin
cdm-condominium,CDMCOIN,CDM,1639,False,True,coin
pulse-pulse,Pulse,PULSE,1640,False,True,coin
rec-regalcoin,Regalcoin,REC,1641,False,True,coin
taj-tajcoin,TajCoin,TAJ,1642,False,True,coin
meri-merebel,Merebel,MERI,1643,False,True,coin
talk-btctalkcoin,BTCtalkcoin,TALK,1644,False,True,coin
abet-altbet,Altbet,Abet,1645,False,True,coin
exo-exosis,Exosis,EXO,1646,False,True,coin
ira-diligence,Diligence,IRA,1647,False,True,token
snr-sonder,SONDER,SNR,1648,False,True,token
